MatchID,GameID,Team Name,TeamID,Result,Pistols Won,Potential Thrifties,Thrifties Won
644665,258285,FS,4050,won,2,1,0
644665,258285,VL,11229,lost,0,3,0
644665,265130,FS,4050,won,1,3,0
644665,265130,VL,11229,lost,1,2,0
644666,258288,PRX,624,won,2,0,0
644666,258288,TS,6199,lost,0,3,0
644666,258289,PRX,624,won,0,2,1
644666,258289,TS,6199,lost,2,2,0
644667,258291,KRX,8185,won,0,2,1
644667,258291,GE,918,lost,2,3,0
644667,258292,KRX,8185,won,0,3,1
644667,258292,GE,918,lost,2,1,0
644668,258294,ZETA,5448,won,1,3,0
644668,258294,DFM,278,lost,1,2,0
644668,258295,DFM,278,won,2,0,0
644668,258295,ZETA,5448,lost,0,4,0
644668,258296,DFM,278,won,2,1,0
644668,258296,ZETA,5448,lost,0,4,0
644669,258297,T1,14,won,0,2,2
644669,258297,RRQ,878,lost,2,4,1
644669,258298,T1,14,won,1,3,1
644669,258298,RRQ,878,lost,1,2,0
644670,258300,NS,11060,won,2,2,1
644670,258300,GEN,17,lost,0,2,0
644670,258301,NS,11060,won,2,0,0
644670,258301,GEN,17,lost,0,4,1
644671,258303,FS,4050,won,2,1,0
644671,258303,RRQ,878,lost,0,4,1
644671,258304,RRQ,878,won,1,4,0
644671,258304,FS,4050,lost,1,2,0
644671,258305,RRQ,878,won,1,0,0
